==23589== NVPROF is profiling process 23589, command: ./bin/fargoGPU in/hd100.par
==23589== Profiling application: ./bin/fargoGPU in/hd100.par
==23589== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
469.13ms     599ns                    -               -         -         -         -  4.0000KB  6.3684GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.15ms  63.327us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [2992]
469.23ms  3.1350us                    -               -         -         -         -  4.0000KB  1.2168GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
469.26ms     636ns                    -               -         -         -         -  4.0000KB  5.9980GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.28ms  63.871us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3002]
469.36ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
469.39ms  98.687us                    -               -         -         -         -  8.0000MB  79.164GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.50ms  97.822us                    -               -         -         -         -  8.0000MB  79.864GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.60ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.70ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
469.80ms  1.1930ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [3029]
471.01ms     497ns                    -               -         -         -         -  4.0000KB  7.6754GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.03ms  65.311us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3037]
471.11ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
471.14ms     601ns                    -               -         -         -         -  4.0000KB  6.3473GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.16ms  63.775us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3047]
471.24ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
471.27ms     696ns                    -               -         -         -         -  4.0000KB  5.4809GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.30ms  63.487us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3057]
471.37ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
471.40ms     626ns                    -               -         -         -         -  4.0000KB  6.0938GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.43ms  62.879us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3067]
471.50ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
471.54ms  98.719us                    -               -         -         -         -  8.0000MB  79.139GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.64ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.74ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.84ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
471.94ms  1.1950ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [3094]
473.16ms     555ns                    -               -         -         -         -  4.0000KB  6.8733GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.18ms  65.759us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3102]
473.26ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
473.29ms     573ns                    -               -         -         -         -  4.0000KB  6.6574GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.31ms  63.455us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3112]
473.39ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
473.42ms     651ns                    -               -         -         -         -  4.0000KB  5.8598GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.44ms  62.719us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3122]
473.52ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
473.55ms     640ns                    -               -         -         -         -  4.0000KB  5.9605GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.57ms  63.167us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3132]
473.65ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
473.69ms  98.719us                    -               -         -         -         -  8.0000MB  79.139GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.79ms  97.982us                    -               -         -         -         -  8.0000MB  79.734GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.89ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
473.99ms  97.790us                    -               -         -         -         -  8.0000MB  79.891GB/s  Quadro M4000 (0         1         7  [CUDA memset]
474.09ms  1.1939ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [3159]
475.30ms     513ns                    -               -         -         -         -  4.0000KB  7.4361GB/s  Quadro M4000 (0         1         7  [CUDA memset]
475.32ms  65.887us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3167]
475.40ms  2.8480us                    -               -         -         -         -  4.0000KB  1.3394GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
475.43ms     577ns                    -               -         -         -         -  4.0000KB  6.6113GB/s  Quadro M4000 (0         1         7  [CUDA memset]
475.45ms  63.391us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3177]
475.53ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
475.56ms     529ns                    -               -         -         -         -  4.0000KB  7.2111GB/s  Quadro M4000 (0         1         7  [CUDA memset]
475.58ms  61.983us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3187]
475.66ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
475.69ms     575ns                    -               -         -         -         -  4.0000KB  6.6343GB/s  Quadro M4000 (0         1         7  [CUDA memset]
475.71ms  62.847us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3197]
475.79ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
475.83ms  98.655us                    -               -         -         -         -  8.0000MB  79.190GB/s  Quadro M4000 (0         1         7  [CUDA memset]
475.93ms  97.726us                    -               -         -         -         -  8.0000MB  79.943GB/s  Quadro M4000 (0         1         7  [CUDA memset]
476.03ms  97.727us                    -               -         -         -         -  8.0000MB  79.942GB/s  Quadro M4000 (0         1         7  [CUDA memset]
476.13ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
476.23ms  1.1942ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [3224]
477.44ms     598ns                    -               -         -         -         -  4.0000KB  6.3791GB/s  Quadro M4000 (0         1         7  [CUDA memset]
477.47ms  65.983us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3232]
477.55ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
477.58ms     571ns                    -               -         -         -         -  4.0000KB  6.6807GB/s  Quadro M4000 (0         1         7  [CUDA memset]
477.60ms  63.167us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3242]
477.68ms  2.8790us                    -               -         -         -         -  4.0000KB  1.3250GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
477.71ms     577ns                    -               -         -         -         -  4.0000KB  6.6113GB/s  Quadro M4000 (0         1         7  [CUDA memset]
477.74ms  62.783us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3252]
477.81ms  3.0080us                    -               -         -         -         -  4.0000KB  1.2682GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
477.84ms     592ns                    -               -         -         -         -  4.0000KB  6.4437GB/s  Quadro M4000 (0         1         7  [CUDA memset]
477.87ms  63.295us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3262]
477.94ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
477.98ms  98.719us                    -               -         -         -         -  8.0000MB  79.139GB/s  Quadro M4000 (0         1         7  [CUDA memset]
478.08ms  97.790us                    -               -         -         -         -  8.0000MB  79.891GB/s  Quadro M4000 (0         1         7  [CUDA memset]
478.18ms  97.759us                    -               -         -         -         -  8.0000MB  79.916GB/s  Quadro M4000 (0         1         7  [CUDA memset]
478.29ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
478.39ms  1.1944ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [3289]
479.60ms     499ns                    -               -         -         -         -  4.0000KB  7.6447GB/s  Quadro M4000 (0         1         7  [CUDA memset]
479.62ms  65.695us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3297]
479.70ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
479.73ms     718ns                    -               -         -         -         -  4.0000KB  5.3129GB/s  Quadro M4000 (0         1         7  [CUDA memset]
479.75ms  63.423us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3307]
479.83ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
479.86ms     710ns                    -               -         -         -         -  4.0000KB  5.3728GB/s  Quadro M4000 (0         1         7  [CUDA memset]
479.88ms  62.111us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3317]
479.96ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
479.99ms     600ns                    -               -         -         -         -  4.0000KB  6.3578GB/s  Quadro M4000 (0         1         7  [CUDA memset]
480.01ms  62.591us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3327]
480.09ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
480.12ms  98.687us                    -               -         -         -         -  8.0000MB  79.164GB/s  Quadro M4000 (0         1         7  [CUDA memset]
480.23ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
480.33ms  97.791us                    -               -         -         -         -  8.0000MB  79.890GB/s  Quadro M4000 (0         1         7  [CUDA memset]
480.43ms  97.758us                    -               -         -         -         -  8.0000MB  79.917GB/s  Quadro M4000 (0         1         7  [CUDA memset]
480.53ms  1.1947ms          (128 128 1)       (16 16 1)        27        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeForceKernel(float*, float*, float*, float*, float, float, float, int, int, float, float*, float, float*, float*, float*, float*, int, float) [3354]
481.74ms     497ns                    -               -         -         -         -  4.0000KB  7.6754GB/s  Quadro M4000 (0         1         7  [CUDA memset]
481.76ms  65.727us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3362]
481.84ms  2.9120us                    -               -         -         -         -  4.0000KB  1.3100GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
481.87ms     582ns                    -               -         -         -         -  4.0000KB  6.5545GB/s  Quadro M4000 (0         1         7  [CUDA memset]
481.89ms  62.975us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3372]
481.97ms  2.9440us                    -               -         -         -         -  4.0000KB  1.2958GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
482.00ms     651ns                    -               -         -         -         -  4.0000KB  5.8598GB/s  Quadro M4000 (0         1         7  [CUDA memset]
482.03ms  62.623us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3382]
482.10ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
482.13ms     572ns                    -               -         -         -         -  4.0000KB  6.6691GB/s  Quadro M4000 (0         1         7  [CUDA memset]
482.15ms  63.647us           (1024 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [3392]
482.23ms  2.8800us                    -               -         -         -         -  4.0000KB  1.3245GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
482.27ms  98.847us                    -               -         -         -         -  8.0078MB  79.113GB/s  Quadro M4000 (0         1         7  [CUDA memset]
482.37ms  1.5540ms          (128 128 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  FillForcesArraysKernel(float*, int, int, double, double, float, double, int, float, float*, pair, int) [3410]
483.95ms  1.5525ms          (128 128 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  FillForcesArraysKernel(float*, int, int, double, double, float, double, int, float, float*, pair, int) [3425]
486.09ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
486.12ms  908.34us          (128 128 1)       (16 16 1)        33        0B        0B         -           -  Quadro M4000 (0         1         7  EvanescentBoundaryKernel(float*, float*, float*, float*, float*, float*, float, float, int, int, float, float, float, float, float, float*, float, float*, float*, int, int, float, float, float, float, float, float, float) [3457]
487.06ms  376.73us          (128 128 1)       (16 16 1)        10        0B        0B         -           -  Quadro M4000 (0         1         7  ComputePressureFieldKernel(float*, float*, float*, int, int, int, float, float*) [3468]
487.46ms  496.70us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  Substep1KernelVrad(float*, float*, float*, float*, float*, float*, float*, float*, float, int, int, float, float*) [3484]
487.96ms  386.91us          (128 128 1)       (16 16 1)        16        0B        0B         -           -  Quadro M4000 (0         1         7  Substep1KernelVtheta(float*, float*, float*, float*, float*, float, int, int, int, float*, float*) [3497]
488.37ms  116.42us                    -               -         -         -         -  8.0078MB  67.175GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
488.49ms  694.90us              (8 1 1)       (256 1 1)        12        0B        0B         -           -  Quadro M4000 (0         1         7  Make1DprofileKernel(float*, float*, int, int) [3505]
489.20ms  2.7200us                    -               -         -         -         -  4.0000KB  1.4025GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
489.76ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
489.79ms  848.37us          (128 128 1)       (16 16 1)        32        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelDRP(float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, int, int, float*, float) [3525]
490.66ms  770.52us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelTAURP(float*, float*, float*, float*, float, float*, float*, float*, float*, float*, int, int) [3540]
491.46ms  802.58us          (128 128 1)       (16 16 1)        32        0B        0B         -           -  Quadro M4000 (0         1         7  UpdateVelocitiesKernel(float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float, int, int, float) [3560]
492.29ms  98.814us                    -               -         -         -         -  8.0078MB  79.140GB/s  Quadro M4000 (0         1         7  [CUDA memset]
492.39ms  97.887us                    -               -         -         -         -  8.0078MB  79.889GB/s  Quadro M4000 (0         1         7  [CUDA memset]
492.49ms  589.14us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  Substep2Kernel(float*, float*, float*, float*, int, int, float*, float*, float*, int, float*, float, float*, float*, float*, float*) [3581]
493.11ms  730.45us          (128 128 1)       (16 16 1)        30        0B        0B         -           -  Quadro M4000 (0         1         7  kernel(float*, float*, float*, float*, int, int, float*, float*, float*, int, float*, float, float*, float*, float*, float*, float*) [3601]
493.86ms  119.29us                    -               -         -         -         -  8.0078MB  65.553GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
494.00ms  120.77us                    -               -         -         -         -  8.0078MB  64.754GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
494.67ms  1.8240us                    -               -         -         -         -  4.0039KB  2.0934GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
494.70ms  908.24us          (128 128 1)       (16 16 1)        33        0B        0B         -           -  Quadro M4000 (0         1         7  EvanescentBoundaryKernel(float*, float*, float*, float*, float*, float*, float, float, int, int, float, float, float, float, float, float*, float, float*, float*, int, int, float, float, float, float, float, float, float) [3637]
495.63ms  120.80us                    -               -         -         -         -  8.0078MB  64.737GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
495.75ms  694.45us              (8 1 1)       (256 1 1)        12        0B        0B         -           -  Quadro M4000 (0         1         7  Make1DprofileKernel(float*, float*, int, int) [3645]
496.46ms  2.6870us                    -               -         -         -         -  4.0000KB  1.4197GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
497.01ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
497.03ms  848.40us          (128 128 1)       (16 16 1)        32        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelDRP(float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, float*, int, int, float*, float) [3665]
497.91ms  770.07us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  ViscousTermsKernelTAURP(float*, float*, float*, float*, float, float*, float*, float*, float*, float*, int, int) [3680]
499.24ms  1.7600us                    -               -         -         -         -  4.0039KB  2.1696GB/s  Quadro M4000 (0         1         7  [CUDA memcpy HtoD]
499.26ms  1.4521ms          (128 128 1)       (16 16 1)        30        0B        0B         -           -  Quadro M4000 (0         1         7  Substep3Kernel(float*, float*, float*, float*, float*, float*, float*, int, int, float*, int, float*, float, float*, float*, float*, float*, float, float*) [3703]
500.75ms  654.65us          (128 128 1)       (16 16 1)        28        0B        0B         -           -  Quadro M4000 (0         1         7  Substep3Kernel2(float*, float*, float*, float*, float*, float*, float*, int, int, float*, int, float*, float, float*, float*, float*, float*, float, float*) [3725]
501.42ms  117.47us                    -               -         -         -         -  8.0078MB  66.571GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
501.56ms  496.25us          (128 128 1)       (16 16 1)        20        0B        0B         -           -  Quadro M4000 (0         1         7  LRMomentaKernel(float*, float*, float*, float*, float*, float*, float*, int, int, float*, float) [3741]
502.09ms  926.96us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [3753]
503.04ms  520.38us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [3765]
503.58ms  116.83us                    -               -         -         -         -  8.0078MB  66.936GB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoD]
503.70ms  755.13us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [3774]
504.48ms  752.15us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [3786]
505.25ms  521.40us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [3798]
505.80ms  552.60us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [3813]
506.37ms  755.48us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [3821]
507.15ms  748.53us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [3833]
507.92ms  520.19us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [3845]
508.47ms  552.22us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [3860]
509.04ms  755.00us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [3868]
509.82ms  928.11us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [3880]
510.77ms  520.25us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [3892]
511.32ms  551.99us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [3907]
511.90ms  754.71us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [3915]
512.67ms  930.32us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [3927]
513.63ms  520.12us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [3939]
514.17ms  552.18us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [3954]
514.74ms  755.70us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [3962]
515.52ms  921.49us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [3974]
516.47ms  527.90us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [3986]
517.02ms  551.86us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [4001]
517.59ms  754.90us          (128 128 1)       (16 16 1)        22        0B        0B         -           -  Quadro M4000 (0         1         7  DivisePolarGridKernel(float*, float*, float*, int, int) [4009]
518.37ms  618.04us          (128 128 1)       (16 16 1)        21        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel(float*, float*, float*, float, int, int, float*, float*, float*) [4021]
519.01ms  519.96us          (128 128 1)       (16 16 1)        18        0B        0B         -           -  Quadro M4000 (0         1         7  StarRadKernel2(float*, float*, float*, float, int, int, float*, float*, float*) [4033]
519.56ms  551.77us          (128 128 1)       (16 16 1)        26        0B        0B         -           -  Quadro M4000 (0         1         7  VanLeerRadialKernel(float*, float*, float*, float*, float*, float*, int, int, float, int, float*, float*) [4048]
520.14ms     803ns                    -               -         -         -         -  4.0000KB  4.7506GB/s  Quadro M4000 (0         1         7  [CUDA memset]
520.17ms  3.8720us              (8 1 1)       (256 1 1)        10        0B  1.0000KB         -           -  Quadro M4000 (0         1         7  void DeviceReduceKernel<bool=0>(float*, float*, unsigned int) [4056]
520.19ms  2.2400us                    -               -         -         -         -       32B  13.624MB/s  Quadro M4000 (0         1         7  [CUDA memcpy DtoH]
520.23ms  695.35us              (8 1 1)       (256 1 1)        12        0B        0B         -           -  Quadro M4000 (0         1         7  ComputeAverageThetaVelocitiesKernel(float*, float*, int, int) [4065]
